variable_phv	tag_id	ncit	hpo	mondo	efo	oba	variable	data_set	study
204416	74						phv00204416.v1.p1	pht004059.v1.p1	phs000280.v3.p1
204417	74						phv00204417.v1.p1	pht004059.v1.p1	phs000280.v3.p1
204418	74						phv00204418.v1.p1	pht004059.v1.p1	phs000280.v3.p1
204419	74						phv00204419.v1.p1	pht004059.v1.p1	phs000280.v3.p1
204420	74						phv00204420.v1.p1	pht004059.v1.p1	phs000280.v3.p1
205052	74						phv00205052.v1.p1	pht004067.v1.p1	phs000280.v3.p1
206628	74						phv00206628.v1.p1	pht004096.v1.p1	phs000280.v3.p1
206636	74						phv00206636.v1.p1	pht004097.v1.p1	phs000280.v3.p1
206919	74						phv00206919.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206920	74						phv00206920.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206921	74						phv00206921.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206964	74						phv00206964.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206965	74						phv00206965.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206966	74						phv00206966.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206967	74						phv00206967.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206968	74						phv00206968.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206969	74						phv00206969.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206970	74						phv00206970.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206971	74						phv00206971.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206972	74						phv00206972.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206973	74						phv00206973.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206974	74						phv00206974.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206975	74						phv00206975.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206976	74						phv00206976.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206977	74						phv00206977.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206978	74						phv00206978.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206979	74						phv00206979.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206980	74						phv00206980.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206981	74						phv00206981.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206982	74						phv00206982.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206983	74						phv00206983.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206984	74						phv00206984.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206985	74						phv00206985.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206986	74						phv00206986.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206987	74						phv00206987.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206988	74						phv00206988.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206989	74						phv00206989.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206990	74						phv00206990.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206991	74						phv00206991.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206992	74						phv00206992.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206993	74						phv00206993.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206994	74						phv00206994.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206995	74						phv00206995.v1.p1	pht004102.v1.p1	phs000280.v3.p1
206996	74						phv00206996.v1.p1	pht004102.v1.p1	phs000280.v3.p1
207048	74						phv00207048.v1.p1	pht004102.v1.p1	phs000280.v3.p1
207049	74						phv00207049.v1.p1	pht004102.v1.p1	phs000280.v3.p1
207842	74						phv00207842.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207843	74						phv00207843.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207846	74						phv00207846.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207847	74						phv00207847.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207850	74						phv00207850.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207851	74						phv00207851.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207854	74						phv00207854.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207855	74						phv00207855.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207858	74						phv00207858.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207859	74						phv00207859.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207862	74						phv00207862.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207863	74						phv00207863.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207866	74						phv00207866.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207867	74						phv00207867.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207870	74						phv00207870.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207871	74						phv00207871.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207874	74						phv00207874.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207875	74						phv00207875.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207878	74						phv00207878.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207879	74						phv00207879.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207882	74						phv00207882.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207883	74						phv00207883.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207886	74						phv00207886.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207887	74						phv00207887.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207890	74						phv00207890.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207891	74						phv00207891.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207894	74						phv00207894.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207895	74						phv00207895.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207898	74						phv00207898.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207899	74						phv00207899.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207902	74						phv00207902.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207903	74						phv00207903.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207906	74						phv00207906.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207907	74						phv00207907.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207913	74						phv00207913.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207914	74						phv00207914.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207915	74						phv00207915.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207916	74						phv00207916.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207917	74						phv00207917.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207918	74						phv00207918.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207919	74						phv00207919.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207920	74						phv00207920.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207921	74						phv00207921.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207922	74						phv00207922.v1.p1	pht004129.v1.p1	phs000280.v3.p1
207929	74						phv00207929.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207930	74						phv00207930.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207933	74						phv00207933.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207934	74						phv00207934.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207937	74						phv00207937.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207938	74						phv00207938.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207941	74						phv00207941.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207942	74						phv00207942.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207945	74						phv00207945.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207946	74						phv00207946.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207949	74						phv00207949.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207950	74						phv00207950.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207953	74						phv00207953.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207954	74						phv00207954.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207957	74						phv00207957.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207958	74						phv00207958.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207961	74						phv00207961.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207962	74						phv00207962.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207965	74						phv00207965.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207966	74						phv00207966.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207969	74						phv00207969.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207970	74						phv00207970.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207973	74						phv00207973.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207974	74						phv00207974.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207978	74						phv00207978.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207977	74						phv00207977.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207981	74						phv00207981.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207982	74						phv00207982.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207985	74						phv00207985.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207986	74						phv00207986.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207989	74						phv00207989.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207990	74						phv00207990.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207993	74						phv00207993.v1.p1	pht004130.v1.p1	phs000280.v3.p1
207994	74						phv00207994.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208001	74						phv00208001.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208002	74						phv00208002.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208003	74						phv00208003.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208004	74						phv00208004.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208005	74						phv00208005.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208006	74						phv00208006.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208007	74						phv00208007.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208008	74						phv00208008.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208009	74						phv00208009.v1.p1	pht004130.v1.p1	phs000280.v3.p1
208010	74						phv00208010.v1.p1	pht004130.v1.p1	phs000280.v3.p1
125479	74						phv00125479.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125480	74						phv00125480.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125481	74						phv00125481.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125482	74						phv00125482.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125483	74						phv00125483.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125484	74						phv00125484.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125485	74						phv00125485.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125486	74						phv00125486.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125487	74						phv00125487.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125488	74						phv00125488.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125489	74						phv00125489.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125490	74						phv00125490.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125470	74						phv00125470.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125471	74						phv00125471.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125472	74						phv00125472.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125473	74						phv00125473.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125474	74						phv00125474.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125475	74						phv00125475.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125476	74						phv00125476.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125477	74						phv00125477.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125466	74						phv00125466.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125467	74						phv00125467.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125468	74						phv00125468.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125469	74						phv00125469.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125478	74						phv00125478.v1.p1	pht001935.v1.p1	phs000286.v5.p1
125547	74						phv00125547.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125548	74						phv00125548.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125549	74						phv00125549.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125636	74						phv00125636.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125637	74						phv00125637.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125638	74						phv00125638.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125550	74						phv00125550.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125551	74						phv00125551.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125552	74						phv00125552.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125553	74						phv00125553.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125639	74						phv00125639.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125640	74						phv00125640.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125641	74						phv00125641.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125642	74						phv00125642.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125542	74						phv00125542.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125543	74						phv00125543.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125544	74						phv00125544.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125554	74						phv00125554.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125555	74						phv00125555.v1.p1	pht001936.v1.p1	phs000286.v5.p1
125631	74						phv00125631.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125632	74						phv00125632.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125633	74						phv00125633.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125643	74						phv00125643.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125644	74						phv00125644.v1.p1	pht001937.v1.p1	phs000286.v5.p1
125720	74						phv00125720.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125721	74						phv00125721.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125722	74						phv00125722.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125725	74						phv00125725.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125726	74						phv00125726.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125727	74						phv00125727.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125728	74						phv00125728.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125729	74						phv00125729.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125730	74						phv00125730.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125731	74						phv00125731.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125732	74						phv00125732.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125733	74						phv00125733.v1.p1	pht001938.v1.p1	phs000286.v5.p1
125812	74						phv00125812.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125813	74						phv00125813.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125814	74						phv00125814.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125815	74						phv00125815.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125816	74						phv00125816.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125807	74						phv00125807.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125808	74						phv00125808.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125809	74						phv00125809.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125817	74						phv00125817.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125818	74						phv00125818.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125819	74						phv00125819.v1.p1	pht001939.v1.p1	phs000286.v5.p1
125820	74						phv00125820.v1.p1	pht001939.v1.p1	phs000286.v5.p1
128270	74						phv00128270.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128274	74						phv00128274.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128275	74						phv00128275.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128276	74						phv00128276.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128277	74						phv00128277.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128278	74						phv00128278.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128279	74						phv00128279.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128280	74						phv00128280.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128281	74						phv00128281.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128282	74						phv00128282.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128283	74						phv00128283.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128284	74						phv00128284.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128285	74						phv00128285.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128286	74						phv00128286.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128287	74						phv00128287.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128288	74						phv00128288.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128289	74						phv00128289.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128290	74						phv00128290.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128291	74						phv00128291.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128292	74						phv00128292.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128293	74						phv00128293.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128294	74						phv00128294.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128295	74						phv00128295.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128296	74						phv00128296.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128297	74						phv00128297.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128298	74						phv00128298.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128299	74						phv00128299.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128300	74						phv00128300.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128301	74						phv00128301.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128302	74						phv00128302.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128303	74						phv00128303.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128304	74						phv00128304.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128305	74						phv00128305.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128306	74						phv00128306.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128307	74						phv00128307.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128308	74						phv00128308.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128309	74						phv00128309.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128310	74						phv00128310.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128311	74						phv00128311.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128312	74						phv00128312.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128313	74						phv00128313.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128314	74						phv00128314.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128315	74						phv00128315.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128316	74						phv00128316.v1.p1	pht001971.v1.p1	phs000286.v5.p1
128317	74						phv00128317.v1.p1	pht001971.v1.p1	phs000286.v5.p1
127755	74						phv00127755.v1.p1	pht001964.v2.p1	phs000286.v5.p1
127756	74						phv00127756.v1.p1	pht001964.v2.p1	phs000286.v5.p1
127762	74						phv00127762.v1.p1	pht001964.v2.p1	phs000286.v5.p1
127759	74						phv00127759.v2.p1	pht001964.v2.p1	phs000286.v5.p1
127760	74						phv00127760.v2.p1	pht001964.v2.p1	phs000286.v5.p1
127761	74						phv00127761.v2.p1	pht001964.v2.p1	phs000286.v5.p1
127764	74						phv00127764.v2.p1	pht001964.v2.p1	phs000286.v5.p1
127765	74						phv00127765.v2.p1	pht001964.v2.p1	phs000286.v5.p1
127766	74						phv00127766.v2.p1	pht001964.v2.p1	phs000286.v5.p1
128318	74						phv00128318.v1.p1	pht001971.v1.p1	phs000286.v5.p1
208016	74						phv00208016.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208017	74						phv00208017.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208019	74						phv00208019.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208020	74						phv00208020.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208022	74						phv00208022.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208023	74						phv00208023.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208025	74						phv00208025.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208026	74						phv00208026.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208028	74						phv00208028.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208029	74						phv00208029.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208031	74						phv00208031.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208032	74						phv00208032.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208034	74						phv00208034.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208035	74						phv00208035.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208037	74						phv00208037.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208038	74						phv00208038.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208040	74						phv00208040.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208041	74						phv00208041.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208043	74						phv00208043.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208044	74						phv00208044.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208046	74						phv00208046.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208047	74						phv00208047.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208049	74						phv00208049.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208050	74						phv00208050.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208052	74						phv00208052.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208053	74						phv00208053.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208055	74						phv00208055.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208056	74						phv00208056.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208058	74						phv00208058.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208059	74						phv00208059.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208061	74						phv00208061.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208062	74						phv00208062.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208064	74						phv00208064.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208065	74						phv00208065.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208067	74						phv00208067.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208068	74						phv00208068.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208069	74						phv00208069.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208070	74						phv00208070.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208071	74						phv00208071.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208072	74						phv00208072.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208073	74						phv00208073.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208074	74						phv00208074.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208075	74						phv00208075.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208076	74						phv00208076.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208078	74						phv00208078.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208081	74						phv00208081.v1.p1	pht004131.v1.p1	phs000280.v3.p1
208085	74						phv00208085.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208086	74						phv00208086.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208087	74						phv00208087.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208088	74						phv00208088.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208089	74						phv00208089.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208090	74						phv00208090.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208091	74						phv00208091.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208092	74						phv00208092.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208093	74						phv00208093.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208094	74						phv00208094.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208095	74						phv00208095.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208096	74						phv00208096.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208097	74						phv00208097.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208098	74						phv00208098.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208099	74						phv00208099.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208100	74						phv00208100.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208101	74						phv00208101.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208102	74						phv00208102.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208103	74						phv00208103.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208104	74						phv00208104.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208105	74						phv00208105.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208106	74						phv00208106.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208107	74						phv00208107.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208110	74						phv00208110.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208111	74						phv00208111.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208112	74						phv00208112.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208113	74						phv00208113.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208114	74						phv00208114.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208115	74						phv00208115.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208116	74						phv00208116.v1.p1	pht004132.v1.p1	phs000280.v3.p1
208222	74						phv00208222.v1.p1	pht004135.v1.p1	phs000280.v3.p1
208223	74						phv00208223.v1.p1	pht004135.v1.p1	phs000280.v3.p1
208120	74						phv00208120.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208121	74						phv00208121.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208122	74						phv00208122.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208123	74						phv00208123.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208124	74						phv00208124.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208125	74						phv00208125.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208126	74						phv00208126.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208127	74						phv00208127.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208128	74						phv00208128.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208129	74						phv00208129.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208130	74						phv00208130.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208131	74						phv00208131.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208132	74						phv00208132.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208133	74						phv00208133.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208134	74						phv00208134.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208135	74						phv00208135.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208136	74						phv00208136.v1.p1	pht004133.v1.p1	phs000280.v3.p1
208137	74						phv00208137.v1.p1	pht004133.v1.p1	phs000280.v3.p1
